Beneficiary_Geographic_Level,Beneficiary_Geographic_Description,Beneficiary_Geographic_Code,Beneficiary_Age_Level,Beneficiary_Demographic_Level,Beneficiary_Demographic_Description,Beneficiary_Multiple_Chronic_Condition_Group,Prevalence,Total_Medicare_Standardized_Per_Capita_Spending,Total_Medicare_Per_Capita_Spending,Hospital_Readmission_Rate,"Emergency_Room_Visits_per_1,000_Beneficiaries"
State,Oregon,41,65+,All,All,2 to 3,0.3022,5461.372,5949.1602,0.0596,382.0109
State,Oregon,41,65+,All,All,4 to 5,0.1808,10667.6373,12030.5099,0.0919,786.6917
State,Oregon,41,65+,All,All,6+,0.1139,25945.7846,30276.2659,0.1886,2002.6846
State,Oregon,41,65+,Dual Status,Medicare Only,0 to 1,0.4116,1943.3941,2047.5064,0.0324,131.5263
State,Oregon,41,65+,Dual Status,Medicare Only,2 to 3,0.308,5384.3849,5842.0921,0.0584,352.2782
State,Oregon,41,65+,Dual Status,Medicare Only,4 to 5,0.1778,10531.0178,11818.5344,0.0876,727.2405
State,Oregon,41,65+,Dual Status,Medicare Only,6+,0.1025,24956.6092,28978.4627,0.1806,1799.4944
State,Oregon,41,65+,Dual Status,Medicare and Medicaid,0 to 1,0.3443,1734.8124,1903.7994,0.0446,213.4706
State,Oregon,41,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2621,6084.025,6815.101,0.067,622.4818
State,Oregon,41,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2013,11498.217,13319.2168,0.1132,1148.126
State,Oregon,41,65+,Dual Status,Medicare and Medicaid,6+,0.1923,29575.0341,35037.8601,0.2113,2748.1825
State,Oregon,41,<65,All,All,0 to 1,0.4828,2290.1087,2374.8731,0.0726,367.0289
State,Oregon,41,<65,All,All,2 to 3,0.2716,7597.6622,8252.9812,0.1092,961.6571
State,Oregon,41,<65,All,All,4 to 5,0.148,14067.4395,15705.587,0.1493,1690.911
State,Oregon,41,<65,All,All,6+,0.0976,32959.3668,38387.9224,0.2698,3474.7328
State,Oregon,41,<65,Dual Status,Medicare Only,0 to 1,0.5214,2203.9034,2173.9405,0.0685,232.5087
State,Oregon,41,<65,Dual Status,Medicare Only,2 to 3,0.262,7362.6236,7749.537,0.0726,618.9397
State,Oregon,41,<65,Dual Status,Medicare Only,4 to 5,0.139,13139.386,14277.925,0.1198,1038.1549
State,Oregon,41,<65,Dual Status,Medicare Only,6+,0.0776,29363.9104,33527.6406,0.2435,2486.4865
State,Oregon,41,<65,Dual Status,Medicare and Medicaid,0 to 1,0.4571,2355.5097,2527.3136,0.0746,469.0846
State,Oregon,41,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2781,7744.9451,8568.4557,0.1275,1176.4149
State,Oregon,41,<65,Dual Status,Medicare and Medicaid,4 to 5,0.154,14624.4936,16562.5257,0.1637,2082.7209
State,Oregon,41,<65,Dual Status,Medicare and Medicaid,6+,0.1109,34632.9225,40650.2088,0.2799,3934.7258
State,Oregon,41,All,All,All,0 to 1,0.416,1990.2861,2096.4655,0.0448,183.0524
State,Oregon,41,All,All,All,2 to 3,0.2972,5777.9475,6290.562,0.0699,467.9083
State,Oregon,41,All,All,All,4 to 5,0.1755,11132.4516,12532.9593,0.1019,910.3148
State,Oregon,41,All,All,All,6+,0.1113,26942.9947,31429.6033,0.2031,2211.9844
State,Oregon,41,All,Dual Status,Medicare Only,0 to 1,0.4206,1969.6637,2060.2559,0.0369,141.7093
State,Oregon,41,All,Dual Status,Medicare Only,2 to 3,0.3043,5522.9242,5975.6736,0.0598,370.9529
State,Oregon,41,All,Dual Status,Medicare Only,4 to 5,0.1747,10699.777,11977.655,0.0901,747.3564
State,Oregon,41,All,Dual Status,Medicare Only,6+,0.1005,25233.3355,29264.0972,0.1853,1842.6294
State,Oregon,41,All,Dual Status,Medicare and Medicaid,0 to 1,0.3982,2075.4282,2245.961,0.0644,353.7421
State,Oregon,41,All,Dual Status,Medicare and Medicaid,2 to 3,0.2697,6902.6695,7679.3052,0.1012,895.5078
State,Oregon,41,All,Dual Status,Medicare and Medicaid,4 to 5,0.1787,12786.1936,14655.4089,0.1362,1533.1643
State,Oregon,41,All,Dual Status,Medicare and Medicaid,6+,0.1534,31322.9534,36977.3913,0.2371,3158.2315
State,Oregon,41,65+,Sex,Female,0 to 1,0.3861,2148.177,2269.8755,0.0296,150.5786
State,Oregon,41,65+,Sex,Female,2 to 3,0.3187,5526.0534,6004.8794,0.0557,397.2645
State,Oregon,41,65+,Sex,Female,4 to 5,0.1825,10630.2827,12004.6516,0.0882,831.5618
State,Oregon,41,65+,Sex,Female,6+,0.1127,25315.3918,29596.8577,0.184,2077.7473
State,Oregon,41,<65,Sex,Female,0 to 1,0.4405,2821.245,2906.5467,0.0805,436.1868
State,Oregon,41,<65,Sex,Female,2 to 3,0.2935,7868.2563,8476.1065,0.1121,1020.6752
State,Oregon,41,<65,Sex,Female,4 to 5,0.1622,14074.1903,15634.4223,0.1478,1792.2654
State,Oregon,41,<65,Sex,Female,6+,0.1039,30806.8056,35892.7636,0.2518,3479.868
State,Oregon,41,All,Sex,Female,0 to 1,0.3939,2255.827,2371.7042,0.0438,196.2585
State,Oregon,41,All,Sex,Female,2 to 3,0.3151,5838.0337,6334.0457,0.0666,480.3025
State,Oregon,41,All,Sex,Female,4 to 5,0.1796,11075.2403,12473.623,0.0979,955.686
State,Oregon,41,All,Sex,Female,6+,0.1114,26047.6769,30436.4227,0.1948,2264.7214
State,Oregon,41,65+,Sex,Male,0 to 1,0.4225,1682.0894,1782.1525,0.0392,129.7302
State,Oregon,41,65+,Sex,Male,2 to 3,0.2831,5377.73,5877.1076,0.0647,362.2859
State,Oregon,41,65+,Sex,Male,4 to 5,0.1789,10711.3918,12060.7984,0.0964,734.134
State,Oregon,41,65+,Sex,Male,6+,0.1154,26652.8356,31038.2928,0.1938,1918.494
State,Oregon,41,<65,Sex,Male,0 to 1,0.519,1904.4663,1988.8405,0.0631,316.8155
State,Oregon,41,<65,Sex,Male,2 to 3,0.253,7329.1071,8031.5372,0.106,903.0837
State,Oregon,41,<65,Sex,Male,4 to 5,0.1358,14060.5415,15778.3037,0.1508,1587.3461
State,Oregon,41,<65,Sex,Male,6+,0.0922,35033.8772,40792.608,0.2854,3469.7837
State,Oregon,41,All,Sex,Male,0 to 1,0.4402,1730.0889,1826.7657,0.0459,170.1121
State,Oregon,41,All,Sex,Male,2 to 3,0.2776,5703.2614,6236.5125,0.074,452.5025
State,Oregon,41,All,Sex,Male,4 to 5,0.171,11198.2216,12601.1721,0.1065,858.1563
State,Oregon,41,All,Sex,Male,6+,0.1111,27925.7207,32519.7462,0.212,2154.0988
State,Pennsylvania,42,65+,All,All,0 to 1,0.2636,1853.7309,1863.1801,0.0441,120.3018
State,Pennsylvania,42,65+,All,All,2 to 3,0.3108,5003.2929,5115.4762,0.0617,291.9794
State,Pennsylvania,42,65+,All,All,4 to 5,0.2386,9806.9445,10230.7606,0.0946,586.6907
State,Pennsylvania,42,65+,All,All,6+,0.187,28684.1732,30674.6935,0.2142,1694.3779
State,Pennsylvania,42,65+,Dual Status,Medicare Only,0 to 1,0.2759,1866.3074,1873.1917,0.043,114.0191
State,Pennsylvania,42,65+,Dual Status,Medicare Only,2 to 3,0.3237,4948.5169,5053.5524,0.0606,277.4155
State,Pennsylvania,42,65+,Dual Status,Medicare Only,4 to 5,0.2369,9695.0001,10101.1521,0.0926,566.3532
State,Pennsylvania,42,65+,Dual Status,Medicare Only,6+,0.1635,28007.1729,29861.3389,0.2069,1631.4446
State,Pennsylvania,42,65+,Dual Status,Medicare and Medicaid,0 to 1,0.1706,1699.8155,1740.6562,0.0552,197.1906
State,Pennsylvania,42,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2127,5634.0708,5828.5645,0.0715,459.6911
State,Pennsylvania,42,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2519,10603.5561,11153.0725,0.1086,731.4147
State,Pennsylvania,42,65+,Dual Status,Medicare and Medicaid,6+,0.3648,30980.2539,33433.2267,0.237,1907.8194
State,Pennsylvania,42,<65,All,All,0 to 1,0.3921,2470.0077,2473.3719,0.0948,390.7017
State,Pennsylvania,42,<65,All,All,2 to 3,0.2823,7225.6547,7468.166,0.1123,849.8447
State,Pennsylvania,42,<65,All,All,4 to 5,0.1844,13238.6163,14063.3121,0.1595,1362.0803
State,Pennsylvania,42,<65,All,All,6+,0.1411,36197.4335,40243.0889,0.2951,3131.6066
State,Pennsylvania,42,<65,Dual Status,Medicare Only,0 to 1,0.4128,2374.202,2265.7297,0.0665,224.1488
State,Pennsylvania,42,<65,Dual Status,Medicare Only,2 to 3,0.2827,7183.3014,7129.8094,0.0948,542.2766
State,Pennsylvania,42,<65,Dual Status,Medicare Only,4 to 5,0.1835,12624.937,12939.364,0.1276,925.0154
State,Pennsylvania,42,<65,Dual Status,Medicare Only,6+,0.121,32849.3766,35350.9264,0.2432,2192.358
State,Pennsylvania,42,<65,Dual Status,Medicare and Medicaid,0 to 1,0.3785,2538.9759,2622.8482,0.1062,510.5989
State,Pennsylvania,42,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2821,7253.6736,7692.0062,0.1215,1053.3168
State,Pennsylvania,42,<65,Dual Status,Medicare and Medicaid,4 to 5,0.185,13640.5054,14799.3681,0.1767,1648.3073
State,Pennsylvania,42,<65,Dual Status,Medicare and Medicaid,6+,0.1544,37929.974,42774.6677,0.316,3617.6456
State,Pennsylvania,42,All,All,All,0 to 1,0.2846,1992.6571,2000.7346,0.0645,181.2576
State,Pennsylvania,42,All,All,All,2 to 3,0.3061,5338.6486,5470.4984,0.0742,376.1616
State,Pennsylvania,42,All,All,All,4 to 5,0.2298,10257.5952,10734.0552,0.1071,688.5156
State,Pennsylvania,42,All,All,All,6+,0.1795,29650.8554,31905.7965,0.2278,1879.2968
State,Pennsylvania,42,All,Dual Status,Medicare Only,0 to 1,0.287,1925.4409,1918.8943,0.0471,126.8414
State,Pennsylvania,42,All,Dual Status,Medicare Only,2 to 3,0.3204,5108.107,5201.8217,0.0645,296.3297
State,Pennsylvania,42,All,Dual Status,Medicare Only,4 to 5,0.2326,9882.1417,10282.435,0.0956,589.2618
State,Pennsylvania,42,All,Dual Status,Medicare Only,6+,0.16,28303.5665,30197.3592,0.2095,1665.7784
State,Pennsylvania,42,All,Dual Status,Medicare and Medicaid,0 to 1,0.2751,2279.9895,2350.5811,0.0976,413.873
State,Pennsylvania,42,All,Dual Status,Medicare and Medicaid,2 to 3,0.2476,6561.1385,6895.2067,0.1059,799.485
State,Pennsylvania,42,All,Dual Status,Medicare and Medicaid,4 to 5,0.2183,11896.5421,12705.4887,0.1458,1121.7832
State,Pennsylvania,42,All,Dual Status,Medicare and Medicaid,6+,0.2591,33060.9451,36229.9803,0.2665,2419.7279
State,Pennsylvania,42,65+,Sex,Female,0 to 1,0.2547,2009.4457,2016.7086,0.039,122.4896
State,Pennsylvania,42,65+,Sex,Female,2 to 3,0.3233,5082.4431,5183.0016,0.0577,300.6372
State,Pennsylvania,42,65+,Sex,Female,4 to 5,0.2379,9820.3495,10194.1247,0.0891,607.4166
State,Pennsylvania,42,65+,Sex,Female,6+,0.1841,27673.8369,29418.8538,0.2062,1707.4635
State,Pennsylvania,42,<65,Sex,Female,0 to 1,0.3635,2952.6261,2938.0686,0.0957,456.7222
State,Pennsylvania,42,<65,Sex,Female,2 to 3,0.301,7560.0447,7748.7624,0.1116,931.7255
State,Pennsylvania,42,<65,Sex,Female,4 to 5,0.1921,13381.8122,14143.1471,0.1534,1474.468
State,Pennsylvania,42,<65,Sex,Female,6+,0.1435,34422.1013,38177.2324,0.289,3171.7331
State,Pennsylvania,42,All,Sex,Female,0 to 1,0.27,2188.1179,2191.2472,0.0613,185.8052
State,Pennsylvania,42,All,Sex,Female,2 to 3,0.3202,5410.1317,5522.3502,0.07,384.1052
State,Pennsylvania,42,All,Sex,Female,4 to 5,0.2315,10236.101,10655.1185,0.1003,708.6329
State,Pennsylvania,42,All,Sex,Female,6+,0.1783,28437.5922,30410.1099,0.2183,1873.1867
State,Pennsylvania,42,65+,Sex,Male,0 to 1,0.2754,1663.5753,1675.6945,0.0506,117.6301
State,Pennsylvania,42,65+,Sex,Male,2 to 3,0.2942,4888.4184,5017.4731,0.0674,279.4139
State,Pennsylvania,42,65+,Sex,Male,4 to 5,0.2395,9789.3579,10278.8251,0.1019,559.4993
State,Pennsylvania,42,65+,Sex,Male,6+,0.1908,29971.164,32274.4124,0.224,1677.7092
State,Pennsylvania,42,<65,Sex,Male,0 to 1,0.4182,2088.5041,2106.035,0.0936,338.5133
State,Pennsylvania,42,<65,Sex,Male,2 to 3,0.2654,6880.695,7178.7003,0.113,765.3758
State,Pennsylvania,42,<65,Sex,Male,4 to 5,0.1774,13097.6308,13984.7094,0.1658,1251.4275
State,Pennsylvania,42,<65,Sex,Male,6+,0.139,37863.8839,42182.2457,0.3004,3093.9411
State,Pennsylvania,42,All,Sex,Male,0 to 1,0.3028,1776.2959,1789.8506,0.0683,176.2236
State,Pennsylvania,42,All,Sex,Male,2 to 3,0.2887,5240.1995,5399.0862,0.0799,365.2214
State,Pennsylvania,42,All,Sex,Male,4 to 5,0.2276,10284.7407,10833.7464,0.1155,663.109
State,Pennsylvania,42,All,Sex,Male,6+,0.1809,31136.3114,33737.0369,0.2388,1886.7777
State,Puerto Rico,,65+,All,All,2 to 3,0.2358,3592.9471,3066.0221,0.146,341.4739
State,Puerto Rico,,65+,All,All,4 to 5,0.2647,6050.2359,5220.9886,0.1302,518.9185
State,Puerto Rico,,65+,All,All,6+,0.2085,13723.9356,11967.9334,0.212,1134.2021
State,Puerto Rico,,65+,Dual Status,Medicare Only,2 to 3,0.2363,3589.6949,3057.6367,0.1456,339.7191
State,Puerto Rico,,65+,Dual Status,Medicare Only,4 to 5,0.2653,5999.3076,5161.7168,0.1276,514.3232
State,Puerto Rico,,65+,Dual Status,Medicare Only,6+,0.2079,13489.2101,11664.4917,0.212,1121.6003
State,Puerto Rico,,65+,Dual Status,Medicare and Medicaid,0 to 1,0.33,559.3866,676.2907,0.0,237.8049
State,Puerto Rico,,65+,Dual Status,Medicare and Medicaid,6+,0.2716,31368.3361,34777.7555,0.2128,2081.4815
State,Puerto Rico,,<65,All,All,2 to 3,0.2398,10319.6882,8181.6974,0.1235,554.1685
State,Puerto Rico,,<65,All,All,4 to 5,0.2075,20128.7186,16152.9666,0.2123,989.1808
State,Puerto Rico,,<65,All,All,6+,0.1295,33783.2143,28248.4221,0.3398,2144.5087
State,Puerto Rico,,<65,Dual Status,Medicare Only,2 to 3,0.2392,10285.0266,8102.4323,0.1143,534.9813
State,Puerto Rico,,<65,Dual Status,Medicare Only,4 to 5,0.2089,19957.0822,15844.7123,0.2096,962.6268
State,Puerto Rico,,<65,Dual Status,Medicare Only,6+,0.1295,32932.9907,27073.941,0.3195,2022.3945
State,Puerto Rico,,<65,Dual Status,Medicare and Medicaid,0 to 1,0.4407,1601.1344,1540.083,0.0,327.4854
State,Puerto Rico,,<65,Dual Status,Medicare and Medicaid,6+,0.1289,53525.4056,55519.8745,0.541,4980.0
State,Puerto Rico,,All,All,All,2 to 3,0.2364,4680.6115,3893.189,0.14,375.8651
State,Puerto Rico,,All,All,All,4 to 5,0.2556,7872.356,6635.8695,0.1546,579.7826
State,Puerto Rico,,All,All,All,6+,0.1959,15837.3675,13683.2346,0.2384,1240.6473
State,Puerto Rico,,All,Dual Status,Medicare Only,2 to 3,0.2367,4639.0217,3848.283,0.1374,370.3216
State,Puerto Rico,,All,Dual Status,Medicare Only,4 to 5,0.2565,7762.8608,6511.5043,0.1513,570.966
State,Puerto Rico,,All,Dual Status,Medicare Only,6+,0.1957,15485.3397,13246.4504,0.233,1214.0773
State,Puerto Rico,,All,Dual Status,Medicare and Medicaid,0 to 1,0.3785,1091.1444,1117.2116,0.0,283.5821
State,Puerto Rico,,All,Dual Status,Medicare and Medicaid,4 to 5,0.1955,17254.77,17292.453,0.2474,1335.2601
State,Puerto Rico,,All,Dual Status,Medicare and Medicaid,6+,0.209,37356.7333,40383.7336,0.365,2864.8649
State,Puerto Rico,,65+,Sex,Female,2 to 3,0.249,3431.7694,2909.7996,0.1034,342.3043
State,Puerto Rico,,65+,Sex,Female,4 to 5,0.2867,5564.5855,4822.2327,0.1125,513.3906
State,Puerto Rico,,65+,Sex,Female,6+,0.23,11969.1088,10388.3646,0.2021,1146.2992
State,Puerto Rico,,<65,Sex,Female,2 to 3,0.2521,8628.0532,6866.9796,0.1318,640.4959
State,Puerto Rico,,<65,Sex,Female,4 to 5,0.2284,17221.3663,13832.6712,0.1886,980.6157
State,Puerto Rico,,<65,Sex,Female,6+,0.1576,25610.7903,21331.8579,0.3225,1775.2066
State,Puerto Rico,,All,Sex,Female,2 to 3,0.2494,4073.1878,3398.2656,0.1093,379.1125
State,Puerto Rico,,All,Sex,Female,4 to 5,0.2796,6727.2145,5720.9197,0.13,559.9909
State,Puerto Rico,,All,Sex,Female,6+,0.2212,13155.7684,11340.3148,0.2204,1201.0065
State,Puerto Rico,,65+,Sex,Male,2 to 3,0.219,3825.9513,3291.8629,0.198,340.2734
State,Puerto Rico,,65+,Sex,Male,4 to 5,0.2367,6798.1754,5835.1036,0.1528,527.4319
State,Puerto Rico,,65+,Sex,Male,6+,0.1812,16557.1799,14518.2161,0.2252,1114.6707
State,Puerto Rico,,<65,Sex,Male,0 to 1,0.4658,1539.1498,1266.1355,0.0,162.7726
State,Puerto Rico,,<65,Sex,Male,2 to 3,0.2313,11604.004,9179.8518,0.1182,488.6275
State,Puerto Rico,,<65,Sex,Male,4 to 5,0.193,22525.0983,18065.4657,0.2279,996.2406
State,Puerto Rico,,<65,Sex,Male,6+,0.1099,41942.1524,35153.5729,0.3511,2513.2013
State,Puerto Rico,,All,Sex,Male,2 to 3,0.2215,5470.5644,4536.8357,0.1713,371.6418
State,Puerto Rico,,All,Sex,Male,4 to 5,0.2279,9495.3782,7932.6383,0.1804,607.8337
State,Puerto Rico,,All,Sex,Male,6+,0.1667,19946.317,17273.234,0.259,1301.388
State,Rhode Island,44,65+,All,All,0 to 1,0.2582,1731.6635,1831.4035,0.068,114.743
State,Rhode Island,44,65+,All,All,2 to 3,0.317,4832.3587,5293.9905,0.0583,292.704
State,Rhode Island,44,65+,All,All,4 to 5,0.2408,9421.4441,10575.5274,0.096,613.8537
State,Rhode Island,44,65+,All,All,6+,0.1841,26563.6928,30700.701,0.2182,1793.4415
State,Rhode Island,44,65+,Dual Status,Medicare Only,0 to 1,0.2664,1724.3052,1820.1637,0.0685,109.5911
State,Rhode Island,44,65+,Dual Status,Medicare Only,2 to 3,0.3233,4742.0253,5197.39,0.0566,282.4277
State,Rhode Island,44,65+,Dual Status,Medicare Only,4 to 5,0.2393,9356.8452,10510.6502,0.0963,594.931
State,Rhode Island,44,65+,Dual Status,Medicare Only,6+,0.1711,26300.7452,30430.5405,0.2149,1738.7745
State,Rhode Island,44,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2487,6103.2274,6653.0278,0.0778,437.2781
State,Rhode Island,44,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2572,10071.7571,11228.6421,0.0928,804.3478
State,Rhode Island,44,65+,Dual Status,Medicare and Medicaid,6+,0.3247,28062.8633,32240.9953,0.2356,2105.1201
State,Rhode Island,44,<65,All,All,2 to 3,0.279,6778.7515,7285.622,0.1152,803.2358
State,Rhode Island,44,<65,All,All,4 to 5,0.178,12218.1396,13821.7766,0.1888,1346.7562
State,Rhode Island,44,<65,All,All,6+,0.1223,33231.0016,39124.1369,0.3331,3624.5252
State,Rhode Island,44,<65,Dual Status,Medicare Only,2 to 3,0.2719,6940.5681,7286.5474,0.108,642.4893
State,Rhode Island,44,<65,Dual Status,Medicare Only,4 to 5,0.1662,11914.5754,13307.4444,0.2072,1094.1011
State,Rhode Island,44,<65,Dual Status,Medicare Only,6+,0.1022,30729.1102,35545.8717,0.3085,2786.5297
State,Rhode Island,44,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2883,6577.4527,7284.4707,0.1236,1003.2034
State,Rhode Island,44,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1937,12561.7607,14403.9777,0.1667,1632.7504
State,Rhode Island,44,<65,Dual Status,Medicare and Medicaid,6+,0.1489,35497.4513,42365.6677,0.3501,4383.6608
State,Rhode Island,44,All,All,All,0 to 1,0.2838,1737.0182,1830.6714,0.0684,158.5789
State,Rhode Island,44,All,All,All,2 to 3,0.311,5108.0906,5576.131,0.071,365.0275
State,Rhode Island,44,All,All,All,4 to 5,0.2309,9761.9688,10970.7896,0.1122,703.0917
State,Rhode Island,44,All,All,All,6+,0.1743,27302.4561,31634.0499,0.2359,1996.3326
State,Rhode Island,44,All,Dual Status,Medicare Only,0 to 1,0.2865,1691.763,1769.4657,0.0619,128.1822
State,Rhode Island,44,All,Dual Status,Medicare Only,2 to 3,0.3179,4938.2485,5383.8504,0.064,314.5637
State,Rhode Island,44,All,Dual Status,Medicare Only,4 to 5,0.2316,9548.3287,10720.0311,0.1089,632.3011
State,Rhode Island,44,All,Dual Status,Medicare Only,6+,0.1639,26588.9723,30763.4798,0.2225,1806.9693
State,Rhode Island,44,All,Dual Status,Medicare and Medicaid,2 to 3,0.2681,6352.5184,6984.9651,0.1063,734.7741
State,Rhode Island,44,All,Dual Status,Medicare and Medicaid,4 to 5,0.2262,11113.8145,12557.5084,0.13,1151.0313
State,Rhode Island,44,All,Dual Status,Medicare and Medicaid,6+,0.2388,30327.9063,35325.6072,0.2812,2799.3069
State,Rhode Island,44,65+,Sex,Female,0 to 1,0.2487,1942.3779,2056.7648,0.0842,118.3781
State,Rhode Island,44,65+,Sex,Female,2 to 3,0.3343,4996.7225,5462.1141,0.0487,299.541
State,Rhode Island,44,65+,Sex,Female,4 to 5,0.2398,9486.6288,10568.0646,0.0878,628.9084
State,Rhode Island,44,65+,Sex,Female,6+,0.1772,26386.0752,30286.9406,0.2063,1831.1688
State,Rhode Island,44,<65,Sex,Female,2 to 3,0.2965,7403.3384,7927.9141,0.1138,899.2908
State,Rhode Island,44,<65,Sex,Female,4 to 5,0.1852,12544.6403,14234.8419,0.1984,1420.8933
State,Rhode Island,44,<65,Sex,Female,6+,0.1176,30956.0737,35916.3934,0.2629,3208.5816
State,Rhode Island,44,All,Sex,Female,0 to 1,0.2693,1988.0031,2091.169,0.0748,162.5598
State,Rhode Island,44,All,Sex,Female,2 to 3,0.3292,5289.8404,5762.4404,0.0621,372.5885
State,Rhode Island,44,All,Sex,Female,4 to 5,0.2324,9816.1527,10963.1876,0.1061,714.2508
State,Rhode Island,44,All,Sex,Female,6+,0.1692,26815.7288,30816.2,0.213,1960.6679
State,Rhode Island,44,65+,Sex,Male,2 to 3,0.2942,4587.0036,5043.0228,0.0728,282.498
State,Rhode Island,44,65+,Sex,Male,4 to 5,0.2421,9336.635,10585.2368,0.1062,594.2667
State,Rhode Island,44,65+,Sex,Male,6+,0.1931,26777.8671,31199.6201,0.2328,1747.9493
State,Rhode Island,44,<65,Sex,Male,2 to 3,0.2633,6146.088,6635.0244,0.1168,705.9387
State,Rhode Island,44,<65,Sex,Male,4 to 5,0.1716,11901.2348,13420.8513,0.1785,1274.7979
State,Rhode Island,44,<65,Sex,Male,6+,0.1266,35132.0619,41804.7114,0.3811,3972.1116
State,Rhode Island,44,All,Sex,Male,0 to 1,0.3018,1460.1044,1543.262,0.0596,154.1867
State,Rhode Island,44,All,Sex,Male,2 to 3,0.2885,4851.5817,5313.1869,0.0838,354.3563
State,Rhode Island,44,All,Sex,Male,4 to 5,0.229,9693.9671,10980.3301,0.1197,689.0868
State,Rhode Island,44,All,Sex,Male,6+,0.1807,27865.8955,32580.7995,0.2615,2037.6184
State,South Carolina,45,65+,All,All,0 to 1,0.2727,2075.0677,1961.4399,0.0423,125.8689
State,South Carolina,45,65+,All,All,2 to 3,0.3284,5130.5103,4937.0948,0.0572,294.2078
State,South Carolina,45,65+,All,All,4 to 5,0.2407,9938.2333,9708.1245,0.0879,600.5582
State,South Carolina,45,65+,All,All,6+,0.1582,27469.2667,27139.7413,0.2041,1716.5058
State,South Carolina,45,65+,Dual Status,Medicare Only,0 to 1,0.2812,2058.8163,1945.8355,0.0423,121.2588
State,South Carolina,45,65+,Dual Status,Medicare Only,2 to 3,0.335,5054.323,4865.3768,0.0561,282.7896
State,South Carolina,45,65+,Dual Status,Medicare Only,4 to 5,0.2382,9753.6065,9536.7671,0.0852,573.0091
State,South Carolina,45,65+,Dual Status,Medicare Only,6+,0.1457,26593.3869,26299.963,0.1965,1618.4386
State,South Carolina,45,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2278,6832.2252,6538.9857,0.0737,549.2447
State,South Carolina,45,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2784,12337.5233,11934.9748,0.1144,958.5682
State,South Carolina,45,65+,Dual Status,Medicare and Medicaid,6+,0.3488,33025.1691,32466.6435,0.2416,2338.5684
State,South Carolina,45,<65,All,All,0 to 1,0.3811,2362.6491,2182.4192,0.0732,474.0974
State,South Carolina,45,<65,All,All,2 to 3,0.2818,7620.771,7262.5932,0.1202,979.1427
State,South Carolina,45,<65,All,All,4 to 5,0.1988,14339.0345,13905.3572,0.1603,1541.0197
State,South Carolina,45,<65,All,All,6+,0.1383,36322.6287,35984.452,0.29,3525.732
State,South Carolina,45,<65,Dual Status,Medicare Only,0 to 1,0.396,2084.1508,1779.4556,0.0486,296.8114
State,South Carolina,45,<65,Dual Status,Medicare Only,2 to 3,0.2827,6916.7236,6274.2211,0.0905,667.948
State,South Carolina,45,<65,Dual Status,Medicare Only,4 to 5,0.1995,12552.4963,11746.9899,0.1317,1058.2269
State,South Carolina,45,<65,Dual Status,Medicare Only,6+,0.1218,31009.7338,30028.3053,0.2514,2460.994
State,South Carolina,45,<65,Dual Status,Medicare and Medicaid,0 to 1,0.3656,2674.8189,2634.1027,0.085,672.8179
State,South Carolina,45,<65,Dual Status,Medicare and Medicaid,2 to 3,0.281,8353.6721,8291.4713,0.1431,1303.0909
State,South Carolina,45,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1981,16200.3905,16154.114,0.1823,2044.0313
State,South Carolina,45,<65,Dual Status,Medicare and Medicaid,6+,0.1554,40630.0769,40813.4187,0.3138,4388.9721
State,South Carolina,45,All,All,All,0 to 1,0.2891,2132.4654,2005.5447,0.0535,195.3711
State,South Carolina,45,All,All,All,2 to 3,0.3213,5461.3194,5246.0167,0.0716,385.1954
State,South Carolina,45,All,All,All,4 to 5,0.2343,10503.7149,10247.4486,0.1015,721.4029
State,South Carolina,45,All,All,All,6+,0.1552,28663.9985,28333.3057,0.2196,1960.6549
State,South Carolina,45,All,Dual Status,Medicare Only,0 to 1,0.2913,2061.8544,1925.8834,0.0433,142.3109
State,South Carolina,45,All,Dual Status,Medicare Only,2 to 3,0.3304,5194.8802,4971.7036,0.0603,311.8579
State,South Carolina,45,All,Dual Status,Medicare Only,4 to 5,0.2348,9963.3804,9702.421,0.0899,609.3757
State,South Carolina,45,All,Dual Status,Medicare Only,6+,0.1436,26923.7716,26578.8784,0.2016,1681.4697
State,South Carolina,45,All,Dual Status,Medicare and Medicaid,0 to 1,0.2744,2648.4053,2587.6131,0.0802,583.0708
State,South Carolina,45,All,Dual Status,Medicare and Medicaid,2 to 3,0.259,7800.7285,7654.5606,0.1251,1029.1185
State,South Carolina,45,All,Dual Status,Medicare and Medicaid,4 to 5,0.2313,14279.1208,14055.6457,0.1543,1504.1558
State,South Carolina,45,All,Dual Status,Medicare and Medicaid,6+,0.2353,35971.9928,35700.9332,0.2738,3133.0787
